,team,teamkpm,dpm,wpm,vspm,gpm,cspm,dtpm,wcpm,dmpm
155,Nordavind,0.42378421052631576,1900.0008421052632,2.8647315789473686,7.224734210526317,1128.2800842105264,32.21307894736842,3067.2175921052635,1.388544736842105,2630.2802815789473
156,Unicorns Of Love Sexy Edition,0.35446410256410266,1779.181364102564,3.193128205128205,7.022802564102564,1058.0652615384615,32.18682820512821,2745.114823076923,1.213825641025641,2616.271674358975
157,Gentlemen's Gaming,0.32116153846153844,1618.133726923077,2.8494192307692305,6.569023076923077,973.4664769230768,29.8664,2842.8879730769236,1.1497692307692307,2583.9239730769236
158,Team Refuse,0.5019882352941177,2014.196138235294,2.779220588235294,6.582852941176471,1095.483617647059,29.929491176470584,3275.1373558823534,1.261744117647059,2867.1107352941176
159,mCon esports Rotterdam,0.4903909090909091,2136.104072727273,2.786745454545454,6.7762590909090905,1131.1999636363637,30.767186363636366,3101.186322727273,1.270459090909091,2576.5383727272724
160,AGO ROGUE,0.4950833333333334,1910.6821190476192,3.1168380952380956,7.225240476190477,1198.2203357142857,33.655966666666664,2579.4891023809523,1.3849142857142858,2400.966273809524
161,PENTA 1860,0.44704062499999997,1906.490771875,3.009440625,6.962015624999999,1109.032040625,31.986400000000003,2902.39236875,1.3042875,2545.2740999999996
162,Karmine Corp,0.6194134615384616,2230.7068884615383,3.129298076923077,7.495586538461537,1249.7491096153847,32.561178846153844,2985.5334365384615,1.4026230769230768,2769.1092211538466
163,Dusty,0.4626324324324324,1963.5409216216217,2.9830189189189187,6.57334864864865,1070.3592216216216,30.735118918918925,2992.8667378378377,1.0985810810810812,2565.827678378378
164,LOUD Academy,0.4401171428571429,2005.854562857143,3.3825628571428576,7.561237142857141,1127.295517142857,31.52697142857143,2765.402522857143,1.3194114285714287,2646.783782857143
165,Anorthosis Famagusta Esports,0.6460787234042553,2255.177940425532,2.7445638297872343,6.71038085106383,1212.883555319149,30.622829787234032,3110.4680531914883,1.2596191489361703,2828.8141851063833
166,SK Gaming Prime,0.49461944444444456,1956.533655555556,3.114658333333333,6.974977777777777,1173.4271805555554,32.12530833333333,2999.5284083333336,1.2249944444444445,2672.663661111111
167,Solary,0.40058125,1850.6621343749998,3.17440625,7.017203125,1077.91979375,31.273031250000003,2883.486484375,1.30981875,2585.6133531250002
168,Godsent,0.351523076923077,1854.061923076923,2.944169230769231,6.355892307692307,1026.4451846153847,30.944476923076927,2990.952130769231,1.1266807692307692,2535.5029076923074
169,FURIA Academy,0.4328871794871795,1876.0121948717947,3.297817948717949,7.859225641025641,1135.3506538461536,32.196092307692304,2757.373582051282,1.4410282051282053,2588.380794871795
170,FC Schalke 04 Evolution,0.49455636363636357,2000.3006309090906,3.1820127272727263,7.212996363636364,1146.2774145454546,31.63228181818182,2996.32322,1.3534709090909094,2639.1637145454547
171,Team MCES,0.275515625,1793.0088125,3.496925,6.977240625,995.414321875,31.48484375,2762.353128125,1.317096875,2329.53265625
172,Barrage,0.462075,2120.66581875,3.2583375,7.16646875,1120.5402749999998,31.09585,3302.44598125,1.2197875000000002,2967.0742312499997
173,RED Academy,0.378555,1746.8674675000002,3.2937225,7.5533625,1065.6482225,31.106350000000003,2684.683175,1.3699975,2529.07935
174,GameWard,0.4449916666666667,1967.2008166666665,3.2271583333333336,7.051338888888888,1094.4359138888888,31.206858333333336,3022.2241583333325,1.2720805555555552,2542.1268555555557
175,Cruzeiro Academy,0.3190277777777778,1733.9729055555554,3.2653444444444446,7.043216666666667,982.0089111111112,30.794444444444448,2816.974366666667,1.3047222222222221,2539.08465
176,Vorax Academy,0.4123727272727273,1828.6233590909096,3.5696636363636363,7.7490227272727275,1075.9106045454546,31.302859090909088,2607.6684909090905,1.4070954545454546,2404.376368181818
177,TWELVE,0.41662439024390246,1783.163712195122,2.983320731707317,,1068.447418292683,31.521467073170736,2920.398869512195,1.2968609756097562,
178,K1CK,0.3898229166666667,1897.42015,3.4876583333333335,7.705618749999999,1112.6291354166667,31.82403125,2588.3213,1.3794562499999998,2462.675960416667
179,UCAM Esports Club,0.44167843137254903,2006.0813235294113,3.4122745098039213,7.950311764705882,1158.2306725490196,33.075649019607845,2820.85728627451,1.5350490196078432,2583.8973588235294
180,Team ESCA Gaming,0.361276923076923,1623.9473307692306,2.8919346153846157,6.433869230769231,1051.108453846154,30.345634615384615,2732.632484615385,1.169823076923077,2343.241396153846
181,Riddle Esports,0.46226000000000006,2045.677472,3.01642,6.8773919999999995,1155.077296,32.762992,2817.7519039999997,1.204536,2654.5982799999997
182,E WIE EINFACH E-SPORTS,0.4173,1866.7349969696968,2.8965999999999994,6.503348484848484,1045.7743,30.350984848484853,3023.9240696969696,1.1760515151515152,2718.447933333334
183,Vitality.Bee,0.5004111111111111,1960.8379777777777,3.2964148148148147,7.559485185185185,1170.6059055555554,32.48357407407408,2700.10427962963,1.37825,2435.113809259259
184,MnM Gaming,0.48253870967741935,1990.1142548387095,3.0385870967741937,6.648648387096775,1099.5293741935484,31.125593548387094,3047.2109096774197,1.159783870967742,2719.328470967742
185,Misfits Premier,0.49509795918367344,1999.4798632653062,3.473995918367347,7.339412244897959,1164.6608387755102,32.0325693877551,2890.576848979592,1.3127265306122449,2525.649234693878
186,INTZ Academy,0.27397666666666665,1604.3509566666667,3.5770833333333334,7.310930000000001,955.8411366666667,30.853876666666665,2752.3678766666667,1.3425299999999998,2559.988416666666
187,Berlin International Gaming,0.6885840000000001,2301.2088559999997,3.1798559999999996,7.204559999999999,1241.5863520000003,30.884645999999996,2980.2273680000003,1.260498,2418.905436
188,Cream Real Betis,0.4026959183673469,1879.0898857142856,3.3579163265306122,7.524381632653061,1107.9385612244896,32.10718571428572,2905.324304081633,1.4292081632653062,2886.3064714285715
189,Golden Guardians Academy,0.5048329787234044,2019.8627957446809,3.32199255319149,7.248630851063831,1134.889945744681,31.695436170212766,2965.725251063829,1.2215691489361704,2526.5163244680853
190,BT Excel,0.5581775510204081,2168.960418367347,3.071610204081632,7.1668653061224505,1193.1700714285714,31.715579591836736,2907.658967346939,1.3650918367346938,2591.897718367347
191,Dignitas Academy,0.4422440000000001,1971.4583339999997,2.974988,6.833864,1100.610776,31.900484000000002,2952.7383059999993,1.2560200000000001,2688.811252
192,IZI Dream,0.3085,1665.1674937500002,3.13464375,6.80608125,998.872740625,31.52659375,2854.855215625,1.233378125,2528.65219375
193,Rensga Academy,0.47688205128205124,2033.332928205128,3.0670641025641023,6.978330769230768,1105.042994871795,31.19750769230769,2911.6242871794875,1.3098846153846153,2608.3612076923073
194,Cloud9 Academy,0.53509,2043.56994,3.200208,7.1285419999999995,1190.7529060000002,33.332288,2875.202574,1.3364760000000002,2612.321544
195,Flamengo Academy,0.5021102564102563,1909.3624179487185,3.324551282051283,7.650189743589745,1187.7362179487181,32.50565384615385,2774.9595333333327,1.4337897435897433,2591.6674820512817
196,paiN Gaming Academy,0.3970466666666667,1845.3838900000003,3.3363899999999997,7.7525200000000005,1069.9094933333333,31.104599999999998,2848.1838466666663,1.4139866666666667,2526.2627833333336
197,100 Thieves Academy,0.5537907692307692,2256.271684615385,3.14126,7.215330769230769,1191.921103076923,32.41055076923077,3111.284833846154,1.3388569230769232,2801.165390769231
198,FlyQuest Academy,0.5160228070175439,2070.926989473684,3.0066385964912286,6.678535087719298,1175.9134315789474,32.78065789473684,2905.303519298246,1.2616912280701755,2655.579933333333
199,SuperMassive Academy,0.5269782608695652,1755.5870521739132,3.1417695652173907,7.105282608695651,1110.836139130435,30.006408695652176,2733.2682739130432,1.1918608695652173,2458.694747826087
200,Dark Passage Academy,0.3510607142857144,1768.1454750000005,2.723821428571429,6.261285714285714,1012.5243892857144,30.914875000000002,2725.0587071428567,1.124757142857143,2360.8960714285713
201,1907 Fenerbahçe Academy,0.37129999999999996,1736.033313793103,3.076331034482758,6.762465517241379,1045.573948275862,31.404199999999996,2717.7791,1.1986724137931033,2396.4958758620687
202,mousesports,0.5425019607843137,2251.5226627450984,2.934013725490196,6.897105882352942,1171.018611764706,31.657525490196083,2965.710535294118,1.2078823529411766,2668.502205882353
203,Galakticos Academy,0.5695837837837838,1893.2090891891894,2.8791216216216218,6.696675675675676,1198.1957000000002,32.37842432432432,2718.740008108108,1.150589189189189,2362.3755621621626
204,Tricked Esport,0.4125806451612903,1996.5103225806454,3.2546096774193547,7.677329032258065,1129.9577967741936,32.52396774193548,2735.1166645161284,1.5179709677419353,2391.995029032258
205,GamersOrigin,0.434109375,1929.577290625,3.17119375,7.438921875,1105.90425,31.68208125,2953.867834375,1.45109375,2773.935453125
206,Team AURORA Academy,0.435065,1736.9654524999999,3.0088549999999996,6.937035,1077.73904,31.213215,2804.2901325,1.3567274999999999,2644.9919824999997
207,G2 Arctic,0.447958,1989.909692,3.478648,7.694766,1176.5962160000001,32.594849999999994,2870.1071159999997,1.4179599999999999,2513.4900059999995
208,Team BDS,0.4723333333333334,2072.045436111111,3.442569444444445,7.447397222222222,1145.849508333333,32.626549999999995,2897.22155,1.349225,2592.2027166666667
209,KOVA Esports,0.35238888888888886,1847.2164407407408,3.163592592592593,6.69724074074074,979.268362962963,30.565785185185185,2986.017444444445,1.2508925925925927,2663.748714814815
210,Evil Geniuses Academy,0.5165802816901407,2034.3637676056335,3.058349295774647,6.702528169014084,1123.0076309859153,31.049135211267615,3118.5895267605633,1.1797239436619715,2584.6077746478877
211,Team Liquid Academy,0.5318927272727272,2068.68274,2.888974545454545,7.175785454545455,1197.4003581818183,33.110538181818185,2907.409614545455,1.3453745454545454,2704.047363636363
212,CLG Academy,0.4259724637681159,1997.8179115942025,2.811447826086957,6.823691304347826,1091.7783971014492,32.38988550724638,2931.4616579710146,1.2603550724637682,2500.3357057971016
213,Grand View University,0.6509,2208.5948666666663,2.646933333333333,6.210633333333333,1130.4479666666666,29.25883333333333,3469.2766333333334,1.2312333333333334,3639.0557000000003
214,CERBERUS Esports,0.47240666666666653,2161.1616911111114,3.3445622222222218,7.621902222222223,1126.06184,31.926951111111112,3114.82134,1.5750022222222226,2878.291551111111
215,Luxury Esports,0.5274975,2186.0098274999996,3.1599174999999997,7.1024424999999995,1177.71995,33.33854,3324.9568475,1.468545,2746.0393400000003
216,Burst The Sky Esports,0.45424893617021284,1955.219325531915,3.566940425531914,7.645661702127658,1109.8754872340428,32.82492553191489,3006.8582212765964,1.5162361702127662,2536.9298978723405
217,SBTC Esports,0.4545171428571429,1949.3276800000006,3.107822857142857,7.371997142857143,1150.1550399999999,33.422042857142856,3026.131577142857,1.4714428571428573,2681.119105714286
218,NASR eSports Turkey Academy,0.48845172413793103,1865.1785206896554,2.9920862068965515,6.548775862068966,1132.7866965517242,31.05125862068966,2816.2020310344824,1.1461689655172413,2646.8205137931036
219,5 Ronin Academy,0.4103857142857143,1782.7661892857143,2.852492857142857,6.8211,1064.774892857143,31.270528571428574,2769.9049142857143,1.278139285714286,2373.7196035714283
220,MAD Lions,0.4842047619047619,2000.1099222222224,3.5020301587301583,7.564233333333333,1192.277950793651,32.93305396825397,2872.3893396825392,1.5523507936507939,2566.3402253968247
221,SK Gaming,0.3473969696969697,1739.6494484848486,2.9580484848484847,6.82009696969697,1049.2533454545453,32.65213636363636,2721.6282303030303,1.3078515151515153,2407.0791181818176
222,Excel Esports,0.30332068965517245,1715.699727586207,3.2227068965517245,7.144086206896551,1023.4283068965517,31.525727586206898,2705.62244137931,1.2608862068965516,2416.256113793104
223,FC Schalke 04 Esports,0.35784634146341465,1755.2432975609756,3.373236585365854,7.366129268292683,1098.5890487804877,32.76936829268292,2853.6128707317075,1.4080048780487804,2518.4817902439027
224,Fnatic,0.5230444444444444,2051.5689888888887,3.3865333333333334,7.251891666666667,1194.41055,32.33792777777778,3078.2235305555555,1.2303777777777778,2785.3486166666667
225,Windstorm Gaming,0.5772692307692309,2324.012923076923,2.3834461538461538,5.294038461538462,1017.0170846153849,27.491138461538462,3531.2531076923074,0.7963692307692308,3143.0770538461543
226,Bethany Lutheran College,0.6108266666666665,2232.280566666667,2.3128400000000005,5.595793333333334,1083.6167666666668,28.630906666666668,3520.54788,0.8266733333333333,2761.03274
227,Boise State University,0.6028111111111111,2126.092488888889,1.9777555555555557,4.554777777777777,977.4702888888891,24.905822222222223,3716.769788888889,0.5968222222222221,2977.334188888889
228,DetonatioN FocusMe,0.47187499999999993,1855.6872027777779,3.1883444444444446,7.348322222222222,1148.9403444444447,32.216874999999995,2718.1490388888897,1.6456361111111113,2351.471794444444
229,Rascal Jester,0.4245206896551724,1943.352320689655,3.3852,7.635717241379309,1092.5742620689657,31.04738965517242,2772.0280034482753,1.6906758620689653,2542.4860172413796
230,V3 Esports,0.3805487804878049,1854.728968292683,3.2413682926829273,7.297368292682926,1088.644363414634,31.518736585365854,2675.2866951219517,1.615468292682927,2543.681029268293
231,Team Secret,0.48577555555555557,1972.4873644444444,3.201751111111111,7.099644444444444,1162.6925133333334,32.93798,2909.062393333333,1.4329,2392.4944155555554
232,SuperMassive Esports,0.5026608695652174,1828.622965217391,2.790247826086957,6.833817391304349,1161.4365130434783,31.66727391304348,2677.5543260869563,1.3050130434782607,2801.9503826086952
233,Saigon Buffalo,0.5867590909090908,2099.8946227272727,3.5471250000000007,7.552297727272728,1203.5649522727274,32.460381818181816,3036.6482045454545,1.512281818181818,2739.2020409090906
234,Crest Gaming Act,0.3309916666666667,1839.0406208333334,3.4918791666666666,7.4381625,1047.813225,31.992250000000002,2824.2438875000003,1.5378083333333332,2384.7964916666665
235,Dark Passage,0.41838709677419356,1761.3195,2.9463354838709677,6.6933870967741935,1082.9984645161292,31.789461290322574,2603.4411935483868,1.2360193548387097,2496.8463129032257
236,AXIZ,0.37279545454545454,1946.9485227272728,3.6482045454545458,7.706150000000002,1050.0092681818182,31.39739545454546,2987.2946181818184,1.6440545454545452,2897.249668181818
237,1907 Fenerbahçe Esports,0.37765909090909094,1718.7781568181817,2.854825,6.411177272727272,1049.053640909091,31.12874545454545,2674.9155772727277,1.2510227272727272,2529.050818181818
238,Team Flash,0.43773157894736836,1981.3258131578948,3.464031578947368,7.347155263157893,1099.0171157894736,32.188550000000006,3115.7020342105266,1.500221052631579,2695.2831657894735
239,Galakticos,0.42383214285714294,1658.8920035714289,2.927542857142857,6.538914285714286,1073.147317857143,31.149692857142856,2704.056003571429,1.1841714285714284,2165.930017857143
240,GAM Esports,0.6949435897435897,2200.7454435897434,3.453876923076922,7.743064102564103,1301.6942512820515,33.86253333333333,3088.4968461538465,1.4921641025641026,2750.2931076923073
241,Team 7AM Academy,0.48328333333333334,1937.9459291666665,2.1623958333333335,5.1039916666666665,1038.1254833333335,29.4126875,3344.334416666667,0.7427374999999999,2905.85925
242,Dynasty Academy,0.46055833333333335,1636.9458666666667,2.2948583333333334,5.248141666666666,979.5188083333334,28.6457,3050.303775,0.8932500000000001,2390.6220500000004
243,Nerf Galeforce,0.8545952380952381,2486.8968666666665,2.3568857142857143,5.964880952380952,1335.436242857143,31.923438095238094,3319.370904761905,0.8979190476190476,2688.5268285714287
244,Team AURORA,0.22965357142857143,1382.482982142857,2.9621464285714287,6.077978571428571,879.2663249999999,29.875803571428573,2785.431392857143,1.1203535714285715,2191.5941214285713
245,Ion Squad Academy,0.677708163265306,2337.9349183673467,2.446012244897959,5.8770326530612245,1188.3533571428572,30.139587755102042,3093.7919367346935,0.8742897959183674,2381.755173469388
246,Team THRLL Academy Twente,0.6047242424242424,2000.9844303030302,2.713948484848485,6.240493939393939,1157.7899787878787,30.760175757575755,2996.906372727273,0.9417121212121212,2846.579439393939
247,Sector One Fox,0.26705999999999996,1367.6388,2.94054,6.20428,921.13264,30.610440000000004,2782.7232400000003,1.0694,2406.4145
248,Team Echo Zulu Tribe,0.6768958333333334,2150.6784666666667,2.4139041666666667,6.021804166666667,1222.2260125,31.244595833333335,2942.795625,0.9032458333333334,2523.7948916666664
249,Team Vitality,0.33918275862068964,1779.6979,3.29398275862069,7.4017068965517225,1083.271620689655,32.967251724137924,2709.161855172414,1.3939862068965516,2367.4700862068967
250,KaBuM! e-Sports,0.38247647058823525,1864.5211617647058,3.392005882352941,7.71825588235294,1057.174676470588,31.28363823529412,2863.0047705882353,1.54735,2477.4010147058825
251,Astralis,0.39182413793103454,1892.1441620689654,3.3199965517241385,7.074248275862069,1045.210451724138,31.063317241379313,2887.355065517242,1.232748275862069,2688.7821
252,G2 Esports,0.45607380952380955,1994.5829999999999,3.733307142857143,8.086783333333335,1178.6346285714285,33.69164047619048,2872.031285714286,1.4889285714285714,2777.4872261904766
253,Rogue,0.4447499999999999,1940.2470673913047,3.2948500000000003,7.644089130434784,1196.8001739130436,33.90285,2698.810726086957,1.4587,2362.872508695653
254,NASR eSports Turkey,0.46098484848484844,1816.7302060606062,3.269469696969697,7.449154545454546,1189.1751909090913,33.20777878787879,2626.677815151515,1.3737969696969696,2315.52163030303
255,Starlan Gaming Club,0.5904903846153846,2091.6718134615385,2.170153846153846,5.469717307692307,1157.1551923076922,30.17369807692308,3237.1876211538465,0.92945,2882.8142749999997
256,PSV Esports Academy,0.5670138888888889,2198.7518,2.086936111111111,4.857247222222221,1079.8988138888892,29.009600000000002,3065.240422222222,0.7674583333333334,2475.173677777778
257,5 Ronin,0.36729629629629634,1768.7337851851853,3.625425925925926,7.876959259259259,1075.6551407407408,32.23573703703703,2625.1998407407405,1.4733925925925926,2482.586774074074
258,KV Mechelen Esports Academy,0.5314066666666666,1990.0503133333332,2.5705333333333327,6.248946666666666,1018.7546866666667,28.198933333333333,3031.4449000000004,1.04334,2589.1168666666667
259,Liiv SANDBOX Challengers,0.37067941176470587,1779.645161764706,3.6733764705882352,7.908526470588234,1109.2542235294115,33.56778529411764,2622.6992941176472,1.634214705882353,2172.5724205882357
260,Split Raiders,0.416676,1820.870288,2.8831,6.6112720000000005,1127.288752,32.508584,2744.820776,1.15592,2307.486256
261,WLGaming Esports,0.6692588235294118,2265.8078529411764,3.0823264705882356,7.08454705882353,1237.6946088235295,31.411220588235295,2942.2663588235296,1.2738176470588234,2657.830373529412
262,Z10 ESHARK,0.5320464285714285,1884.4678642857143,3.0933357142857147,6.765985714285713,1206.6387928571428,32.62146428571429,2664.3149107142854,1.14305,2334.0756964285715
263,ASUS ROG ELITE,0.3333320000000001,1606.1878480000003,2.545724,5.765068,949.9931359999999,30.146956,2979.042892,0.95934,2586.0603600000004
264,White Dragons,0.5251105263157894,1983.1289236842103,2.993081578947368,7.2167657894736825,1201.207052631579,32.2955552631579,2613.185247368421,1.3054052631578947,2415.8817210526317
265,GTZ Bulls,0.5034730769230769,2024.2387076923076,2.6952499999999997,6.550873076923077,1103.0404461538462,29.91227692307692,3011.782111538462,1.1514538461538462,2630.080842307693
266,Nexus Gaming,0.46091999999999994,1818.9647533333334,2.713713333333333,5.653919999999999,1036.0105933333334,29.552293333333335,2866.5770466666663,0.9773066666666667,2680.61906
267,Karma Clan Esports,0.3429192307692308,1888.8746307692309,2.8355653846153848,6.752384615384617,973.4727807692307,29.580353846153848,3125.174253846154,1.295180769230769,2605.6254461538465
268,For The Win Esports,0.4857621621621621,2027.0592216216216,3.0007243243243242,7.171167567567567,1133.108089189189,30.444810810810807,2883.510659459459,1.283,2476.9576648648645
269,ANEW Genesis,0.45362,1521.1057400000002,3.18828,7.437620000000001,1125.3216799999998,32.196340000000006,2451.4506199999996,1.44072,1952.99146
270,Redemption Arc,0.7004416666666667,2389.2226333333333,2.4994,5.655595833333333,1190.0810166666668,29.040445833333337,3706.3288541666666,0.86255,2819.632379166667
271,Maryville University,0.5709097826086957,2137.297641304348,2.7343304347826085,6.545575,1142.640054347826,30.224460869565224,2966.4656902173915,1.1232782608695653,2324.168973913044
272,Harrisburg University,0.5295,1923.90893,3.09124,6.4471099999999995,1085.8049400000002,29.940430000000003,2908.15895,0.9261000000000001,2318.1444
273,Medieval Riga,0.4138631578947368,1977.7125894736841,2.457052631578948,5.3720368421052624,943.1077157894738,26.770015789473682,3376.260552631579,0.8969631578947367,2539.7726894736843
274,Komil&amp;Friends,0.29903846153846153,1538.856923076923,2.9228576923076925,6.257646153846154,924.6204346153846,28.88185769230769,2922.8850384615384,1.0775576923076924,2396.536269230769
275,Iron Wolves,0.4794391304347826,1947.5904695652175,2.8848739130434784,6.649569565217392,1149.512660869565,31.74126086956522,2893.647595652174,1.186408695652174,2473.53057826087
276,Team Singularity,0.45352352941176477,1989.5055499999999,3.5226941176470588,7.372608823529412,1124.9640764705885,31.006011764705885,2789.6869764705884,1.2608529411764706,2556.4074411764705
277,Goskilla,0.7364457142857144,2329.6778057142856,2.689211428571428,6.7908,1253.8895514285714,31.384762857142857,3032.1414942857145,1.2570714285714288,2910.0991114285716
278,EGN Esports,0.3513137931034483,1785.3054275862069,2.8688103448275863,6.476127586206897,1067.423324137931,31.38334482758621,2808.0078965517237,1.0703275862068966,2464.7511517241383
279,ad hoc gaming,0.36603888888888886,1723.1733777777777,3.0478388888888888,6.693411111111112,1079.785061111111,31.9089,2749.234911111111,1.1128944444444446,2240.9899
280,Granit Gaming,0.37399642857142856,1915.4257392857146,3.0034750000000003,6.695392857142858,1023.8116964285713,30.18949642857143,2966.219914285714,1.3067607142857145,2599.2319357142856
281,KaBuM! Academy,0.37443999999999994,1777.7137766666663,3.349216666666666,7.468096666666668,1060.0876,31.601646666666667,2791.259993333333,1.3950033333333332,2489.7133566666666
282,EFIVE Esports,0.32547200000000004,1538.16212,2.812876,6.070456,953.0141599999998,29.639391999999997,2705.349456,1.1098040000000002,2303.167824
283,OFFSET Esports,0.42998846153846154,1923.0281576923078,3.1410192307692313,7.133515384615384,1125.9941307692309,32.07713846153847,2729.2638500000003,1.1747999999999998,2461.839353846154
284,Boavista FC,0.46146333333333334,1910.4052233333337,3.217436666666667,6.751866666666667,1070.1170399999999,30.130423333333336,2984.311466666667,1.1697333333333333,2769.0840000000003
285,Illuminar Gaming,0.38942105263157895,1812.6848964912283,3.1195666666666666,7.0797491228070175,1117.0897807017545,32.61736315789474,2556.1057192982457,1.3329192982456142,2488.062463157894
286,Vikingekrig Esports,0.50083,2068.47681,2.9734725,7.2570475000000005,1119.3560625,30.348509999999997,2834.916625,1.3058875,2533.8455774999998
287,eSuba,0.5752666666666667,2046.6868187499997,3.1215083333333333,7.0647125000000015,1182.2260520833333,30.46496458333333,3019.6033479166667,1.2083104166666667,2605.2791500000003
288,Cruzados Esports,0.5192203125,2111.02565625,3.0461875000000003,7.5869421875,1198.7773265624999,32.39735937499999,2835.6737796874995,1.4065296875,2669.1749453125003
289,Inside Games,0.627697435897436,2168.2409153846143,3.1346717948717955,7.212710256410257,1191.1710333333335,31.222961538461544,3057.6728307692306,1.1384153846153848,2539.064738461539
290,Newstar,0.3733046511627906,1763.3301302325578,3.154297674418604,6.900693023255815,1035.973748837209,30.65639069767441,2748.097734883721,1.275027906976744,2561.1504395348834
291,Undead Gaming,0.5895578947368422,2131.403345614035,3.1190894736842103,7.341064912280701,1254.3223684210527,32.92891052631579,2839.3247245614034,1.430357894736842,2478.629507017544
292,Inaequalis,0.34305769230769234,1685.8588038461535,2.7283000000000004,6.2298230769230765,938.2332923076922,29.076411538461546,2859.3216769230776,1.0947423076923077,2387.785996153846
293,Kaos Latin Gamers Academy,0.40291136363636376,1925.7024636363633,3.260525,7.405679545454546,1068.0600568181817,30.837152272727277,2872.174552272727,1.4070204545454545,2882.8038386363633
294,Stone Movistar,0.38786666666666664,1741.1281270833333,3.2662166666666668,7.111689583333333,1057.69099375,30.811866666666663,2635.59306875,1.1804979166666667,2357.5026916666666
295,TSM Academy,0.42432187499999996,1870.4991203125,3.5568234375,7.1545,1104.7636562500002,31.943635937499998,2980.1915156249997,1.253771875,2669.2989609375
296,Boca Juniors Gaming,0.36600000000000005,1746.379702272727,3.0804477272727273,7.036145454545454,1019.8255386363638,30.089761363636363,2657.035311363636,1.306809090909091,2424.215443181818
297,Santiago Wanderers eSports,0.37227021276595745,1833.519612765958,3.1078191489361706,7.004972340425532,1046.968055319149,30.794538297872336,2711.2568340425532,1.3457340425531916,2421.374689361702
298,Intel New Indians,0.35159599999999996,1853.196588,3.315132,6.91132,1009.246412,29.805967999999996,2900.2020079999998,1.2368160000000001,2408.1482359999995
299,Dark Horse,0.4030490196078432,1861.3801117647056,3.239005882352941,7.1025156862745105,1040.6445803921567,30.35667450980392,3023.6828156862744,1.3402705882352943,2547.7883803921563
300,Immortals Academy,0.438696,2053.6839879999998,3.2327560000000006,7.336328,1108.507722,31.725078,2931.322718,1.386988,2667.0257659999997
301,ODIN Gaming,0.38828399999999996,1790.974724,3.3664519999999998,7.573476,1094.544152,32.960676,2781.801092,1.421076,2368.127424
